# Summary of experimental CRISPR data annotated with enhancer-gene predictions. Each row represents an element-gene pair tested in a CRISPR experiment. 
#
# Column descriptions:
#
# chrPerturbationTarget, startPerturbationTarget, endPerturbationTarget: hg19 coordinates of the tested element
# chrTSS, starts, endTSS: hg19 coordinates of the tested gene
# GeneSymbol: Tested gene symbol
# CellType: Cell type in which the CRISPR experiment was performed
# IncludeInModel: Boolean indicating whether to include this element-gene pair in evaluation of predictors
# Reason: Reason the element-gene pair is not included in evaluation of predictors
# Reference: Study in which the CRISPR experiment was conducted
# RNAReadoutMethod, PerturbMethod: Experimental methods used to perturb enhancer and read out effects on RNA
# EffectSize: Fraction change in gene expression upon CRISPR perturbation
# Padj: pvalue for non-zero effect size adjusted for multiple hypothesis test correction
# Significant: Boolean indicating if padj is statistically significant
# Regulated: Boolean indicating if the element-gene pair is significant and the effect size is negative (ie gene expression decreases upon perturbation of the enhancer)
# PowerAtEffectSize.0.25: Power to detect 25% changes in gene expression
# Distance: genomic distance between the element-gene pair
# Remaining Columns represent the quantitative score of each of the predictors. See methods for details
#
chrPerturbationTarget	startPerturbationTarget	endPerturbationTarget	chrTSS	startTSS	endTSS	GeneSymbol	CellType	IncludeInModel	Reason	Reference	RNAReadoutMethod	PerturbMethod	EffectSize	padj	Significant	Regulated	PowerAtEffectSize.0.25	distance	closestGene.EachGeneIsRegulatedByClosestEnhancer	closestEnhancer.EachEnhRegulatesClosestGene	ABC.ABC.Score	Granja2019.CorrelationCancer	Granja2019.CorrelationHealthy	Granja2019.PvalCancer	Granja2019.PvalHealthy	Sheffield2013.cor	Sheffield2013.pval	Fishilevich2017.GeneHancer.value	ENCODE2012.ENCODE2012.score	Andersson2014.Andersson2014.score	JEME.jeme_score	TargetFinder.TargetFinder_prediction	EnhancerAtlas2.EAGLE_score	Rao2014Loop.Rao2014.Loop	Rao2014TAD.Rao2014.TAD	Roadmap.ConfidenceScore	PCHiC.Javierre.score
chrX	48506625	48507125	chrX	48644981	48644981	GATA1	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.04291393	0.9537500808789999	FALSE	FALSE	1	138106	0	0	0.000316	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	1	0	0
chrX	48506625	48507125	chrX	48660422	48660422	HDAC6	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.021101056	0.950686667922	FALSE	FALSE	0.999999999982	153547	0	0	0.000328	-1	-1	1	1	-1	1	10.49	-1	-1	0.36	0	0	0	1	0	0
chrX	48506625	48507125	chrX	48755194	48755194	PQBP1	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.00928575	0.9701271451189999	FALSE	FALSE	0.999999210991	248319	0	0	0.000315	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	1	0	0
chrX	48506625	48507125	chrX	49028183	49028183	PLP2	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	0.00377867	0.965778440348	FALSE	FALSE	1	521308	0	0	0.000201	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chrX	48507425	48507925	chrX	48644981	48644981	GATA1	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.01140841	0.990403432547	FALSE	FALSE	0.999978155652	137306	0	0	0.00039	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	1	0	0
chrX	48507425	48507925	chrX	48660422	48660422	HDAC6	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.055651607	0.851449170158	FALSE	FALSE	0.954446100286	152747	0	0	0.000404	-1	-1	1	1	-1	1	10.49	-1	-1	0.36	0	0	0	1	0	0
chrX	48507425	48507925	chrX	48755194	48755194	PQBP1	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.01692442	0.961017921696	FALSE	FALSE	0.985225069816	247519	0	0	0.000388	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	1	0	0
chrX	48507425	48507925	chrX	49028183	49028183	PLP2	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	0.00199798	0.9872014861660001	FALSE	FALSE	0.999895030313	520508	0	0	0.000248	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chrX	48510425	48510965	chrX	48660422	48660422	HDAC6	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.182742894	0.604627172066	FALSE	FALSE	0.90388230647	149727	0	0	0.000339	-1	-1	1	1	-1	1	0	0.73144	-1	0.47	0	0	0	1	0	0
chrX	48510425	48510965	chrX	49028183	49028183	PLP2	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.04294526	0.904415477629	FALSE	FALSE	1	517488	0	0	0.000223	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chrX	48534565	48535105	chrX	48644981	48644981	GATA1	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.04543462	0.527542006862	FALSE	FALSE	1	110146	0	0	0.006223	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	1	0	0
chrX	48534565	48535105	chrX	48660422	48660422	HDAC6	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.015729496	0.944354337016	FALSE	FALSE	1	125587	0	0	0.004867	-1	-1	1	1	-1	1	0	0.742907	-1	0	0	0	0	1	0	0
chrX	48534565	48535105	chrX	48755194	48755194	PQBP1	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	0.00558534	0.961017921696	FALSE	FALSE	1	220359	0	0	0.004697	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	1	0	0
chrX	48534565	48535105	chrX	49028183	49028183	PLP2	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.02420914	0.667411921326	FALSE	FALSE	1	493348	0	0	0.003166	-1	-1	1	1	-1	1	0	0.789548	-1	0	0	0	0	0	0	0
chrX	48538765	48539265	chrX	48644981	48644981	GATA1	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.04822111	0.9661210623909999	FALSE	FALSE	0.999999994729	105966	0	0	0.002301	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	1	2.807	0
chrX	48538765	48539265	chrX	48660422	48660422	HDAC6	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.051344964	0.940100139069	FALSE	FALSE	0.8328759685	121407	0	0	0.002301	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	1	0	0
chrX	48538765	48539265	chrX	48755194	48755194	PQBP1	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.01306771	0.9701271451189999	FALSE	FALSE	0.985427024802	216179	0	0	0.001745	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	1	0	0
chrX	48538765	48539265	chrX	49028183	49028183	PLP2	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.01989859	0.932895366715	FALSE	FALSE	0.999999981117	489168	0	0	0.001265	-1	-1	1	1	-1	1	0	0.843824	-1	0	0	0	0	0	0	0
chrX	48541905	48542445	chrX	48644981	48644981	GATA1	K562	FALSE	PromoterElement	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.02342425	0.9661210623909999	FALSE	FALSE	1	102806	0	0	0.001558	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	1	0	0
chrX	48541905	48542445	chrX	48660422	48660422	HDAC6	K562	FALSE	PromoterElement	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.015164052	0.949959301558	FALSE	FALSE	0.999999999986	118247	0	0	0.001582	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	1	0	0
chrX	48541905	48542445	chrX	48755194	48755194	PQBP1	K562	FALSE	PromoterElement	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.06416244	0.24473748750100002	FALSE	FALSE	1	213019	0	0	0.00128	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	1	0	0
chrX	48541905	48542445	chrX	49028183	49028183	PLP2	K562	FALSE	PromoterElement	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.00933667	0.930760111144	FALSE	FALSE	1	486008	0	0	0.000902	-1	-1	1	1	-1	1	0	0.827332	-1	0	0	0	0	0	0	0
chrX	48553405	48554194	chrX	48644981	48644981	GATA1	K562	FALSE	PromoterElement	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.02071281	0.9661210623909999	FALSE	FALSE	1	91181.5	0	0	0	-1	-1	1	1	0.4624283	0.977	0	-1	-1	0	0	0	0	1	0	0
chrX	48553405	48554194	chrX	48660422	48660422	HDAC6	K562	FALSE	PromoterElement	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.004587014	0.982819920628	FALSE	FALSE	0.999999999888	106622.5	0	0	0	-1	-1	1	1	-1	1	0	-1	-1	0.88	0	0	0	1	0	0
chrX	48553405	48554194	chrX	48755194	48755194	PQBP1	K562	FALSE	PromoterElement	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.00511857	0.9823110057019999	FALSE	FALSE	0.999999999998	201394.5	0	0	0	-1	-1	1	1	-1	1	0	0.744432	-1	0	0	0	0	1	0	0
chrX	48553405	48554194	chrX	49028183	49028183	PLP2	K562	FALSE	PromoterElement	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.02367981	0.7530351350390001	FALSE	FALSE	1	474383.5	0	0	0	-1	-1	1	1	-1	1	0	0.827134	-1	0	0	0	0	0	0	0
chrX	48554625	48555165	chrX	48644981	48644981	GATA1	K562	FALSE	PromoterElement	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.00487532	0.9661210623909999	FALSE	FALSE	1	90086	0	0	0.014001	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	1	0	0
chrX	48554625	48555165	chrX	48660422	48660422	HDAC6	K562	FALSE	PromoterElement	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.010405082	0.957518715952	FALSE	FALSE	1	105527	0	0	0.012439	-1	-1	1	1	-1	1	0	0.889291	-1	0	0	0	0	1	0	0
chrX	48554625	48555165	chrX	48755194	48755194	PQBP1	K562	FALSE	PromoterElement	Fulco2019	FlowFISH Screen	KRAB-dCas9	0.00567752	0.961017921696	FALSE	FALSE	1	200299	0	0	0.009039	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	1	0	0
chrX	48554625	48555165	chrX	49028183	49028183	PLP2	K562	FALSE	PromoterElement	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.00536266	0.9728755921690001	FALSE	FALSE	1	473288	0	0	0.007336	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chrX	48555265	48555805	chrX	48644981	48644981	GATA1	K562	FALSE	PromoterElement	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.01702713	0.9661210623909999	FALSE	FALSE	1	89446	0	0	0.014001	-1	-1	1	1	-1	1	0	-1	-1	0	0	1.830774	0	1	0	0
chrX	48555265	48555805	chrX	48660422	48660422	HDAC6	K562	FALSE	PromoterElement	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.006423437	0.974083745414	FALSE	FALSE	1	104887	0	0	0.012439	-1	-1	1	1	-1	1	0	0.777945	-1	0.79	0	1.906368	0	1	0	0
chrX	48555265	48555805	chrX	48755194	48755194	PQBP1	K562	FALSE	PromoterElement	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.01816316	0.8809405630249999	FALSE	FALSE	1	199659	0	0	0.009039	-1	-1	1	1	-1	1	0	-1	-1	0.83	0	1.574209	0	1	0	0
chrX	48555265	48555805	chrX	49028183	49028183	PLP2	K562	FALSE	PromoterElement	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.01237604	0.856602714439	FALSE	FALSE	1	472648	0	0	0.007336	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chrX	48559305	48559825	chrX	48644981	48644981	GATA1	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.01693575	0.980220550527	FALSE	FALSE	1	85416	0	0	0.002464	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	1	3.691	0
chrX	48559305	48559825	chrX	48660422	48660422	HDAC6	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.019098264	0.944354337016	FALSE	FALSE	0.999999694629	100857	0	0	0.002189	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	1	0	0
chrX	48559305	48559825	chrX	48755194	48755194	PQBP1	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.05459664	0.607266512338	FALSE	FALSE	0.99999999994	195629	0	0	0.001591	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	1	0	0
chrX	48559305	48559825	chrX	49028183	49028183	PLP2	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.01475697	0.883510818046	FALSE	FALSE	1	468618	0	0	0.001291	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chrX	48560285	48560825	chrX	48644981	48644981	GATA1	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.00186009	0.9661210623909999	FALSE	FALSE	1	84426	0	0	0.004741	0.334835827536962	0.614976665685118	0.00120507577559659	1.15653902123621e-06	0.9432653	0.999	0	0.996733	-1	0	0	0	0	1	0	0
chrX	48560285	48560825	chrX	48660422	48660422	HDAC6	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.003667436	0.982819920628	FALSE	FALSE	1	99867	0	0	0.004255	-1	-1	1	1	0.3637931	1	0	0.911469	-1	0	0	0	0	1	0	0
chrX	48560285	48560825	chrX	48755194	48755194	PQBP1	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.02118219	0.8809405630249999	FALSE	FALSE	1	194639	0	0	0.003388	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	1	0	0
chrX	48560285	48560825	chrX	49028183	49028183	PLP2	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.0051228	0.982780562398	FALSE	FALSE	1	467628	0	0	0.00247	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chrX	48570385	48570885	chrX	48644981	48644981	GATA1	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.04168937	0.9661210623909999	FALSE	FALSE	1	74346	0	0	0	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	1	0	0
chrX	48570385	48570885	chrX	48660422	48660422	HDAC6	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	0.00452852	0.974083745414	FALSE	FALSE	0.993839368838	89787	0	0	0	-1	-1	1	1	0.3365147	1	0	-1	-1	0	0	0	0	1	0	0
chrX	48570385	48570885	chrX	48755194	48755194	PQBP1	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.0186547	0.961017921696	FALSE	FALSE	0.999934259816	184559	0	0	0	-1	-1	1	1	-1	1	6.9	-1	-1	0	0	0	0	1	0	0
chrX	48570385	48570885	chrX	49028183	49028183	PLP2	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	0.00665211	0.9439228173700001	FALSE	FALSE	0.999999779069	457548	0	0	0	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chrX	48573385	48573925	chrX	48644981	48644981	GATA1	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.0363006	0.9661210623909999	FALSE	FALSE	0.999999999593	71326	0	0	0.000961	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	1	0	0
chrX	48573385	48573925	chrX	48660422	48660422	HDAC6	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.051370135	0.8339397770479999	FALSE	FALSE	0.999911719141	86767	0	0	0.000613	-1	-1	1	1	-0.2743504	0.01	0	-1	-1	0	0	0	0	1	0	0
chrX	48573385	48573925	chrX	48755194	48755194	PQBP1	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.11004086	0.279941020554	FALSE	FALSE	0.999909241413	181539	0	0	0.000568	-1	-1	1	1	-1	1	6.9	-1	-1	0	0	0	0	1	0	0
chrX	48573385	48573925	chrX	49028183	49028183	PLP2	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.0424208	0.7030990925589999	FALSE	FALSE	0.999999999975	454528	0	0	0.000397	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chrX	48594765	48595265	chrX	48644981	48644981	GATA1	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.00353842	0.9661210623909999	FALSE	FALSE	0.999999961527	49966	0	0	0	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	1	0	0
chrX	48594765	48595265	chrX	48660422	48660422	HDAC6	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	0.039359301	0.8339397770479999	FALSE	FALSE	0.995715895514	65407	0	0	0	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	1	0	0
chrX	48594765	48595265	chrX	48755194	48755194	PQBP1	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	0.07590744	0.451160480761	FALSE	FALSE	0.967298081137	160179	0	0	0	-1	-1	1	1	-1	1	7.99	-1	-1	0	0	0	0	1	0	0
chrX	48594765	48595265	chrX	49028183	49028183	PLP2	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	0.02979665	0.7256646504600001	FALSE	FALSE	0.999999999951	433168	0	0	0	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chrX	48595425	48596325	chrX	48644981	48644981	GATA1	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.02914425	0.9537500808789999	FALSE	FALSE	1	49106	0	0	0.03052	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	1	0	0
chrX	48595425	48596325	chrX	48660422	48660422	HDAC6	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.037178864	0.604627172066	FALSE	FALSE	0.999999999999	64547	0	0	0.023097	-1	-1	1	1	0.3603008	1	0	-1	-1	0	0	0	0	1	0	0
chrX	48595425	48596325	chrX	48755194	48755194	PQBP1	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.02545649	0.78123884861	FALSE	FALSE	1	159319	0	0	0.012719	-1	-1	1	1	-1	1	7.99	0.792971	-1	0	0	0	0	1	0	0
chrX	48595425	48596325	chrX	49028183	49028183	PLP2	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.01141077	0.855607691378	FALSE	FALSE	1	432308	0	0	0.009141	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chrX	48597445	48597945	chrX	48644981	48644981	GATA1	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.0563395	0.9661210623909999	FALSE	FALSE	0.999999705561	47286	0	0	0	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	1	6.162	0
chrX	48597445	48597945	chrX	48660422	48660422	HDAC6	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.044512087	0.940100139069	FALSE	FALSE	0.903372881474	62727	0	0	0	-1	-1	1	1	-1	1	0	-1	-1	0.85	0	0	0	1	0	0
chrX	48597445	48597945	chrX	48755194	48755194	PQBP1	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	0.07005766	0.7704486003200001	FALSE	FALSE	0.924729937698	157499	0	0	0	-1	-1	1	1	-1	1	0	-1	-1	0.83	0	0	0	1	0	0
chrX	48597445	48597945	chrX	49028183	49028183	PLP2	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.00029645	0.9885199936650001	FALSE	FALSE	0.999999286274	430488	0	0	0	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chrX	48610905	48611405	chrX	48644981	48644981	GATA1	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.00853518	0.9661210623909999	FALSE	FALSE	1	33826	0	0	0.000488	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	1	0	0
chrX	48610905	48611405	chrX	48660422	48660422	HDAC6	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	0.024459559	0.8931838339720001	FALSE	FALSE	0.999999995575	49267	0	0	0.000344	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	1	0	0
chrX	48610905	48611405	chrX	48755194	48755194	PQBP1	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.06078233	0.471404088934	FALSE	FALSE	0.999999999997	144039	0	0	0.000192	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	1	0	0
chrX	48610905	48611405	chrX	49028183	49028183	PLP2	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.00762275	0.9546085010850001	FALSE	FALSE	1	417028	0	0	0.000143	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chrX	48619903	48620645	chrX	48644981	48644981	GATA1	K562	FALSE	PromoterElement	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.08572946	0.0015245789062399999	TRUE	TRUE	1	24707	0	0	0.005047	-1	-1	1	1	-1	1	0	-1	-1	0.42	0	0	0	1	0	0
chrX	48619903	48620645	chrX	48660422	48660422	HDAC6	K562	FALSE	PromoterElement	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.010354901	0.957518715952	FALSE	FALSE	0.999999997335	40148	0	0	0.002978	-1	-1	1	1	-1	1	0	-1	-1	0.61	0	0	0	1	0	0
chrX	48619903	48620645	chrX	48755194	48755194	PQBP1	K562	FALSE	PromoterElement	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.00616172	0.9701271451189999	FALSE	FALSE	0.999999997852	134920	0	0	0.002057	-1	-1	1	1	-1	1	0	-1	-1	0.85	0	0	0	1	0	0
chrX	48619903	48620645	chrX	49028183	49028183	PLP2	K562	FALSE	PromoterElement	Fulco2019	FlowFISH Screen	KRAB-dCas9	0.01126029	0.826742628058	FALSE	FALSE	1	407909	0	0	0.001206	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chrX	48623325	48623865	chrX	48644981	48644981	GATA1	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.02316793	0.9661210623909999	FALSE	FALSE	0.999999999985	21386	0	0	0.002106	-1	-1	1	1	0.5871679	0.986	0	0.8097	-1	0	0	0	0	1	4.162	0
chrX	48623325	48623865	chrX	48660422	48660422	HDAC6	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	0.022491852	0.944354337016	FALSE	FALSE	0.998958460447	36827	0	0	0.001243	-1	-1	1	1	0.2645093	0.985	0	0.706005	-1	0	0	0	0	1	0	0
chrX	48623325	48623865	chrX	48755194	48755194	PQBP1	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	0.04830255	0.7704486003200001	FALSE	FALSE	0.999995494231	131599	0	0	0.000859	-1	-1	1	1	-1	1	0	-1	-1	0.82	0	0	0	1	0	0
chrX	48623325	48623865	chrX	49028183	49028183	PLP2	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	0.03028723	0.730719748372	FALSE	FALSE	1	404588	0	0	0.000504	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chrX	48623905	48624465	chrX	48644981	48644981	GATA1	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.07563027	0.297711815973	FALSE	FALSE	1	20796	0	0	0.00534	0.354886341101739	0.180174926592813	0.000597693551486653	0.159488030113454	0.9575261	1	0	-1	-1	0	0	0	0	1	6.81	0
chrX	48623905	48624465	chrX	48660422	48660422	HDAC6	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.069740826	0.578029365875	FALSE	FALSE	0.999999857571	36237	0	0	0.003152	-1	-1	1	1	0.3075014	0.999	0	-1	-1	0	0	0	0	1	0	0
chrX	48623905	48624465	chrX	48755194	48755194	PQBP1	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.00807537	0.9701271451189999	FALSE	FALSE	0.999999989351	131009	0	0	0.002178	-1	-1	1	1	-1	1	0	-1	-1	0.82	0	0	0	1	0	0
chrX	48623905	48624465	chrX	49028183	49028183	PLP2	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	0.00672975	0.932895366715	FALSE	FALSE	1	403998	0	0	0.001277	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chrX	48628605	48629585	chrX	48644981	48644981	GATA1	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.05979141	0.150542433561	FALSE	FALSE	1	15886	0	0	0.008056	-1	-1	1	1	0.9582417	1	0	0.940498	-1	0.52	0	1.119007	0	1	21.967	0
chrX	48628605	48629585	chrX	48660422	48660422	HDAC6	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.04824602	0.565093392619	FALSE	FALSE	1	31327	0	0	0.003499	-1	-1	1	1	0.3116308	0.999	0	0.916024	-1	0.86	0	1.145193	0	1	0	0
chrX	48628605	48629585	chrX	48755194	48755194	PQBP1	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.00405386	0.987559817112	FALSE	FALSE	1	126099	0	0	0.002165	-1	-1	1	1	-1	1	0	-1	-1	0.58	0	1.146308	0	1	0	0
chrX	48628605	48629585	chrX	49028183	49028183	PLP2	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	0.00069859	0.9818335984250001	FALSE	FALSE	1	399088	0	0	0.001374	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chrX	48635365	48635885	chrX	48644981	48644981	GATA1	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.0749079	0.527542006862	FALSE	FALSE	1	9356	0	1	0.014624	-1	-1	1	1	0.5758336	0.982	0.26	-1	-1	0	0	0	0	1	20.488	0
chrX	48635365	48635885	chrX	48660422	48660422	HDAC6	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.000433424	0.982819920628	FALSE	FALSE	0.999521696797	24797	0	0	0.003728	-1	-1	1	1	0.2526271	0.978	7.41	-1	-1	0	0	0	0	1	0	0
chrX	48635365	48635885	chrX	48755194	48755194	PQBP1	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	0.03712149	0.854382644893	FALSE	FALSE	0.999809514365	119569	0	0	0.001666	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	1	0	0
chrX	48635365	48635885	chrX	49028183	49028183	PLP2	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	0.03712028	0.667411921326	FALSE	FALSE	1	392558	0	0	0.00111	-1	-1	1	1	-1	1	0	-1	-1	0	0	0	0	0	0	0
chrX	48637765	48638265	chrX	48644981	48644981	GATA1	K562	TRUE	NA	Fulco2019	FlowFISH Screen	KRAB-dCas9	-0.06771297	0.9537500808789999	FALSE	FALSE	0.999737103097	6966	0	1	0.008409	-1	-1	1	1	0.5088294	0.98	0	-1	-1	0	0	0	0	1	45.418	0
